entrancename,day,month,year,endtime_date,day_name,day_type,entervalue,load_timestamp,business_date
Gate3,17,1,2020,2020-01-17 00:00:00.000000,Fri,Weekday,1352,2024-10-30 08:51:59.000000,2024-10-30
Lift,17,1,2020,2020-01-17 00:00:00.000000,Fri,Weekday,188,2024-10-30 08:51:59.000000,2024-10-30
A1,18,1,2020,2020-01-18 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,18,1,2020,2020-01-18 00:00:00.000000,Sat,Weekend,1669,2024-10-30 08:51:59.000000,2024-10-30
Bridge,18,1,2020,2020-01-18 00:00:00.000000,Sat,Weekend,4051,2024-10-30 08:51:59.000000,2024-10-30
Gate1,18,1,2020,2020-01-18 00:00:00.000000,Sat,Weekend,3648,2024-10-30 08:51:59.000000,2024-10-30
Gate2,18,1,2020,2020-01-18 00:00:00.000000,Sat,Weekend,601,2024-10-30 08:51:59.000000,2024-10-30
Gate3,18,1,2020,2020-01-18 00:00:00.000000,Sat,Weekend,1770,2024-10-30 08:51:59.000000,2024-10-30
Lift,18,1,2020,2020-01-18 00:00:00.000000,Sat,Weekend,498,2024-10-30 08:51:59.000000,2024-10-30
A1,19,1,2020,2020-01-19 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,19,1,2020,2020-01-19 00:00:00.000000,Sun,Weekend,1632,2024-10-30 08:51:59.000000,2024-10-30
Bridge,19,1,2020,2020-01-19 00:00:00.000000,Sun,Weekend,3356,2024-10-30 08:51:59.000000,2024-10-30
Gate1,19,1,2020,2020-01-19 00:00:00.000000,Sun,Weekend,3616,2024-10-30 08:51:59.000000,2024-10-30
Gate2,19,1,2020,2020-01-19 00:00:00.000000,Sun,Weekend,739,2024-10-30 08:51:59.000000,2024-10-30
Gate3,19,1,2020,2020-01-19 00:00:00.000000,Sun,Weekend,1687,2024-10-30 08:51:59.000000,2024-10-30
Lift,19,1,2020,2020-01-19 00:00:00.000000,Sun,Weekend,505,2024-10-30 08:51:59.000000,2024-10-30
A1,20,1,2020,2020-01-20 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,20,1,2020,2020-01-20 00:00:00.000000,Mon,Weekday,484,2024-10-30 08:51:59.000000,2024-10-30
Bridge,20,1,2020,2020-01-20 00:00:00.000000,Mon,Weekday,2222,2024-10-30 08:51:59.000000,2024-10-30
Gate1,20,1,2020,2020-01-20 00:00:00.000000,Mon,Weekday,971,2024-10-30 08:51:59.000000,2024-10-30
Gate2,20,1,2020,2020-01-20 00:00:00.000000,Mon,Weekday,242,2024-10-30 08:51:59.000000,2024-10-30
Gate3,20,1,2020,2020-01-20 00:00:00.000000,Mon,Weekday,1254,2024-10-30 08:51:59.000000,2024-10-30
Lift,20,1,2020,2020-01-20 00:00:00.000000,Mon,Weekday,274,2024-10-30 08:51:59.000000,2024-10-30
A1,21,1,2020,2020-01-21 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,21,1,2020,2020-01-21 00:00:00.000000,Tue,Weekday,599,2024-10-30 08:51:59.000000,2024-10-30
Bridge,21,1,2020,2020-01-21 00:00:00.000000,Tue,Weekday,2445,2024-10-30 08:51:59.000000,2024-10-30
Gate1,21,1,2020,2020-01-21 00:00:00.000000,Tue,Weekday,1068,2024-10-30 08:51:59.000000,2024-10-30
Gate2,21,1,2020,2020-01-21 00:00:00.000000,Tue,Weekday,338,2024-10-30 08:51:59.000000,2024-10-30
Gate3,21,1,2020,2020-01-21 00:00:00.000000,Tue,Weekday,1346,2024-10-30 08:51:59.000000,2024-10-30
Lift,21,1,2020,2020-01-21 00:00:00.000000,Tue,Weekday,297,2024-10-30 08:51:59.000000,2024-10-30
A1,22,1,2020,2020-01-22 00:00:00.000000,Wed,Weekday,38,2024-10-30 08:51:59.000000,2024-10-30
B1,22,1,2020,2020-01-22 00:00:00.000000,Wed,Weekday,544,2024-10-30 08:51:59.000000,2024-10-30
Bridge,22,1,2020,2020-01-22 00:00:00.000000,Wed,Weekday,2363,2024-10-30 08:51:59.000000,2024-10-30
Gate1,22,1,2020,2020-01-22 00:00:00.000000,Wed,Weekday,987,2024-10-30 08:51:59.000000,2024-10-30
Gate2,22,1,2020,2020-01-22 00:00:00.000000,Wed,Weekday,321,2024-10-30 08:51:59.000000,2024-10-30
Gate3,22,1,2020,2020-01-22 00:00:00.000000,Wed,Weekday,1345,2024-10-30 08:51:59.000000,2024-10-30
Lift,22,1,2020,2020-01-22 00:00:00.000000,Wed,Weekday,300,2024-10-30 08:51:59.000000,2024-10-30
A1,23,1,2020,2020-01-23 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,23,1,2020,2020-01-23 00:00:00.000000,Thu,Weekday,571,2024-10-30 08:51:59.000000,2024-10-30
Bridge,23,1,2020,2020-01-23 00:00:00.000000,Thu,Weekday,2571,2024-10-30 08:51:59.000000,2024-10-30
Gate1,23,1,2020,2020-01-23 00:00:00.000000,Thu,Weekday,1056,2024-10-30 08:51:59.000000,2024-10-30
Gate2,23,1,2020,2020-01-23 00:00:00.000000,Thu,Weekday,345,2024-10-30 08:51:59.000000,2024-10-30
Gate3,23,1,2020,2020-01-23 00:00:00.000000,Thu,Weekday,1342,2024-10-30 08:51:59.000000,2024-10-30
Lift,23,1,2020,2020-01-23 00:00:00.000000,Thu,Weekday,360,2024-10-30 08:51:59.000000,2024-10-30
A1,24,1,2020,2020-01-24 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,24,1,2020,2020-01-24 00:00:00.000000,Fri,Weekday,640,2024-10-30 08:51:59.000000,2024-10-30
Bridge,24,1,2020,2020-01-24 00:00:00.000000,Fri,Weekday,2454,2024-10-30 08:51:59.000000,2024-10-30
Gate1,24,1,2020,2020-01-24 00:00:00.000000,Fri,Weekday,1117,2024-10-30 08:51:59.000000,2024-10-30
Gate2,24,1,2020,2020-01-24 00:00:00.000000,Fri,Weekday,327,2024-10-30 08:51:59.000000,2024-10-30
Gate3,24,1,2020,2020-01-24 00:00:00.000000,Fri,Weekday,1333,2024-10-30 08:51:59.000000,2024-10-30
Lift,24,1,2020,2020-01-24 00:00:00.000000,Fri,Weekday,330,2024-10-30 08:51:59.000000,2024-10-30
A1,25,1,2020,2020-01-25 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,25,1,2020,2020-01-25 00:00:00.000000,Sat,Weekend,1639,2024-10-30 08:51:59.000000,2024-10-30
Bridge,25,1,2020,2020-01-25 00:00:00.000000,Sat,Weekend,3774,2024-10-30 08:51:59.000000,2024-10-30
Gate1,25,1,2020,2020-01-25 00:00:00.000000,Sat,Weekend,2898,2024-10-30 08:51:59.000000,2024-10-30
Gate2,25,1,2020,2020-01-25 00:00:00.000000,Sat,Weekend,665,2024-10-30 08:51:59.000000,2024-10-30
Gate3,25,1,2020,2020-01-25 00:00:00.000000,Sat,Weekend,1675,2024-10-30 08:51:59.000000,2024-10-30
Lift,25,1,2020,2020-01-25 00:00:00.000000,Sat,Weekend,562,2024-10-30 08:51:59.000000,2024-10-30
A1,26,1,2020,2020-01-26 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,26,1,2020,2020-01-26 00:00:00.000000,Sun,Weekend,1629,2024-10-30 08:51:59.000000,2024-10-30
Bridge,26,1,2020,2020-01-26 00:00:00.000000,Sun,Weekend,3411,2024-10-30 08:51:59.000000,2024-10-30
Gate1,26,1,2020,2020-01-26 00:00:00.000000,Sun,Weekend,3186,2024-10-30 08:51:59.000000,2024-10-30
Gate2,26,1,2020,2020-01-26 00:00:00.000000,Sun,Weekend,685,2024-10-30 08:51:59.000000,2024-10-30
Gate3,26,1,2020,2020-01-26 00:00:00.000000,Sun,Weekend,1616,2024-10-30 08:51:59.000000,2024-10-30
Lift,26,1,2020,2020-01-26 00:00:00.000000,Sun,Weekend,546,2024-10-30 08:51:59.000000,2024-10-30
A1,27,1,2020,2020-01-27 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,27,1,2020,2020-01-27 00:00:00.000000,Mon,Weekday,614,2024-10-30 08:51:59.000000,2024-10-30
Bridge,27,1,2020,2020-01-27 00:00:00.000000,Mon,Weekday,2272,2024-10-30 08:51:59.000000,2024-10-30
Gate1,27,1,2020,2020-01-27 00:00:00.000000,Mon,Weekday,955,2024-10-30 08:51:59.000000,2024-10-30
Gate2,27,1,2020,2020-01-27 00:00:00.000000,Mon,Weekday,323,2024-10-30 08:51:59.000000,2024-10-30
Gate3,27,1,2020,2020-01-27 00:00:00.000000,Mon,Weekday,1291,2024-10-30 08:51:59.000000,2024-10-30
Lift,27,1,2020,2020-01-27 00:00:00.000000,Mon,Weekday,326,2024-10-30 08:51:59.000000,2024-10-30
A1,28,1,2020,2020-01-28 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,28,1,2020,2020-01-28 00:00:00.000000,Tue,Weekday,662,2024-10-30 08:51:59.000000,2024-10-30
Bridge,28,1,2020,2020-01-28 00:00:00.000000,Tue,Weekday,2471,2024-10-30 08:51:59.000000,2024-10-30
Gate1,28,1,2020,2020-01-28 00:00:00.000000,Tue,Weekday,971,2024-10-30 08:51:59.000000,2024-10-30
Gate2,28,1,2020,2020-01-28 00:00:00.000000,Tue,Weekday,328,2024-10-30 08:51:59.000000,2024-10-30
Gate3,28,1,2020,2020-01-28 00:00:00.000000,Tue,Weekday,1418,2024-10-30 08:51:59.000000,2024-10-30
Lift,28,1,2020,2020-01-28 00:00:00.000000,Tue,Weekday,342,2024-10-30 08:51:59.000000,2024-10-30
A1,29,1,2020,2020-01-29 00:00:00.000000,Wed,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,29,1,2020,2020-01-29 00:00:00.000000,Wed,Weekday,591,2024-10-30 08:51:59.000000,2024-10-30
Bridge,29,1,2020,2020-01-29 00:00:00.000000,Wed,Weekday,2461,2024-10-30 08:51:59.000000,2024-10-30
Gate1,29,1,2020,2020-01-29 00:00:00.000000,Wed,Weekday,856,2024-10-30 08:51:59.000000,2024-10-30
Gate2,29,1,2020,2020-01-29 00:00:00.000000,Wed,Weekday,294,2024-10-30 08:51:59.000000,2024-10-30
Gate3,29,1,2020,2020-01-29 00:00:00.000000,Wed,Weekday,1355,2024-10-30 08:51:59.000000,2024-10-30
Lift,29,1,2020,2020-01-29 00:00:00.000000,Wed,Weekday,283,2024-10-30 08:51:59.000000,2024-10-30
A1,30,1,2020,2020-01-30 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,30,1,2020,2020-01-30 00:00:00.000000,Thu,Weekday,632,2024-10-30 08:51:59.000000,2024-10-30
Bridge,30,1,2020,2020-01-30 00:00:00.000000,Thu,Weekday,2566,2024-10-30 08:51:59.000000,2024-10-30
Gate1,30,1,2020,2020-01-30 00:00:00.000000,Thu,Weekday,1057,2024-10-30 08:51:59.000000,2024-10-30
Gate2,30,1,2020,2020-01-30 00:00:00.000000,Thu,Weekday,334,2024-10-30 08:51:59.000000,2024-10-30
Gate3,30,1,2020,2020-01-30 00:00:00.000000,Thu,Weekday,1352,2024-10-30 08:51:59.000000,2024-10-30
Lift,30,1,2020,2020-01-30 00:00:00.000000,Thu,Weekday,315,2024-10-30 08:51:59.000000,2024-10-30
A1,31,1,2020,2020-01-31 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,31,1,2020,2020-01-31 00:00:00.000000,Fri,Weekday,554,2024-10-30 08:51:59.000000,2024-10-30
Bridge,31,1,2020,2020-01-31 00:00:00.000000,Fri,Weekday,2816,2024-10-30 08:51:59.000000,2024-10-30
Gate1,31,1,2020,2020-01-31 00:00:00.000000,Fri,Weekday,991,2024-10-30 08:51:59.000000,2024-10-30
Gate2,31,1,2020,2020-01-31 00:00:00.000000,Fri,Weekday,398,2024-10-30 08:51:59.000000,2024-10-30
Gate3,31,1,2020,2020-01-31 00:00:00.000000,Fri,Weekday,1479,2024-10-30 08:51:59.000000,2024-10-30
Lift,31,1,2020,2020-01-31 00:00:00.000000,Fri,Weekday,298,2024-10-30 08:51:59.000000,2024-10-30
A1,1,2,2020,2020-02-01 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,1,2,2020,2020-02-01 00:00:00.000000,Sat,Weekend,1618,2024-10-30 08:51:59.000000,2024-10-30
Bridge,1,2,2020,2020-02-01 00:00:00.000000,Sat,Weekend,3595,2024-10-30 08:51:59.000000,2024-10-30
Gate1,1,2,2020,2020-02-01 00:00:00.000000,Sat,Weekend,3386,2024-10-30 08:51:59.000000,2024-10-30
Gate2,1,2,2020,2020-02-01 00:00:00.000000,Sat,Weekend,674,2024-10-30 08:51:59.000000,2024-10-30
Gate3,1,2,2020,2020-02-01 00:00:00.000000,Sat,Weekend,1846,2024-10-30 08:51:59.000000,2024-10-30
Lift,1,2,2020,2020-02-01 00:00:00.000000,Sat,Weekend,491,2024-10-30 08:51:59.000000,2024-10-30
A1,2,2,2020,2020-02-02 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,2,2,2020,2020-02-02 00:00:00.000000,Sun,Weekend,1573,2024-10-30 08:51:59.000000,2024-10-30
Bridge,2,2,2020,2020-02-02 00:00:00.000000,Sun,Weekend,3344,2024-10-30 08:51:59.000000,2024-10-30
Gate1,2,2,2020,2020-02-02 00:00:00.000000,Sun,Weekend,3536,2024-10-30 08:51:59.000000,2024-10-30
Gate2,2,2,2020,2020-02-02 00:00:00.000000,Sun,Weekend,717,2024-10-30 08:51:59.000000,2024-10-30
Gate3,2,2,2020,2020-02-02 00:00:00.000000,Sun,Weekend,1718,2024-10-30 08:51:59.000000,2024-10-30
Lift,2,2,2020,2020-02-02 00:00:00.000000,Sun,Weekend,439,2024-10-30 08:51:59.000000,2024-10-30
A1,3,2,2020,2020-02-03 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,3,2,2020,2020-02-03 00:00:00.000000,Mon,Weekday,624,2024-10-30 08:51:59.000000,2024-10-30
Bridge,3,2,2020,2020-02-03 00:00:00.000000,Mon,Weekday,2363,2024-10-30 08:51:59.000000,2024-10-30
Gate1,3,2,2020,2020-02-03 00:00:00.000000,Mon,Weekday,830,2024-10-30 08:51:59.000000,2024-10-30
Gate2,3,2,2020,2020-02-03 00:00:00.000000,Mon,Weekday,321,2024-10-30 08:51:59.000000,2024-10-30
Gate3,3,2,2020,2020-02-03 00:00:00.000000,Mon,Weekday,1320,2024-10-30 08:51:59.000000,2024-10-30
Lift,3,2,2020,2020-02-03 00:00:00.000000,Mon,Weekday,335,2024-10-30 08:51:59.000000,2024-10-30
A1,4,2,2020,2020-02-04 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,4,2,2020,2020-02-04 00:00:00.000000,Tue,Weekday,683,2024-10-30 08:51:59.000000,2024-10-30
Bridge,4,2,2020,2020-02-04 00:00:00.000000,Tue,Weekday,2591,2024-10-30 08:51:59.000000,2024-10-30
Gate1,4,2,2020,2020-02-04 00:00:00.000000,Tue,Weekday,1104,2024-10-30 08:51:59.000000,2024-10-30
Gate2,4,2,2020,2020-02-04 00:00:00.000000,Tue,Weekday,282,2024-10-30 08:51:59.000000,2024-10-30
Gate3,4,2,2020,2020-02-04 00:00:00.000000,Tue,Weekday,1479,2024-10-30 08:51:59.000000,2024-10-30
Lift,4,2,2020,2020-02-04 00:00:00.000000,Tue,Weekday,365,2024-10-30 08:51:59.000000,2024-10-30
A1,5,2,2020,2020-02-05 00:00:00.000000,Wed,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,5,2,2020,2020-02-05 00:00:00.000000,Wed,Weekday,617,2024-10-30 08:51:59.000000,2024-10-30
Bridge,5,2,2020,2020-02-05 00:00:00.000000,Wed,Weekday,2331,2024-10-30 08:51:59.000000,2024-10-30
Gate1,5,2,2020,2020-02-05 00:00:00.000000,Wed,Weekday,886,2024-10-30 08:51:59.000000,2024-10-30
Gate2,5,2,2020,2020-02-05 00:00:00.000000,Wed,Weekday,283,2024-10-30 08:51:59.000000,2024-10-30
Gate3,5,2,2020,2020-02-05 00:00:00.000000,Wed,Weekday,1388,2024-10-30 08:51:59.000000,2024-10-30
Lift,5,2,2020,2020-02-05 00:00:00.000000,Wed,Weekday,322,2024-10-30 08:51:59.000000,2024-10-30
A1,6,2,2020,2020-02-06 00:00:00.000000,Thu,Weekday,17,2024-10-30 08:51:59.000000,2024-10-30
B1,6,2,2020,2020-02-06 00:00:00.000000,Thu,Weekday,698,2024-10-30 08:51:59.000000,2024-10-30
Bridge,6,2,2020,2020-02-06 00:00:00.000000,Thu,Weekday,2578,2024-10-30 08:51:59.000000,2024-10-30
Gate1,6,2,2020,2020-02-06 00:00:00.000000,Thu,Weekday,1107,2024-10-30 08:51:59.000000,2024-10-30
Gate2,6,2,2020,2020-02-06 00:00:00.000000,Thu,Weekday,348,2024-10-30 08:51:59.000000,2024-10-30
Gate3,6,2,2020,2020-02-06 00:00:00.000000,Thu,Weekday,1334,2024-10-30 08:51:59.000000,2024-10-30
Lift,6,2,2020,2020-02-06 00:00:00.000000,Thu,Weekday,292,2024-10-30 08:51:59.000000,2024-10-30
A1,7,2,2020,2020-02-07 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,7,2,2020,2020-02-07 00:00:00.000000,Fri,Weekday,636,2024-10-30 08:51:59.000000,2024-10-30
Bridge,7,2,2020,2020-02-07 00:00:00.000000,Fri,Weekday,2526,2024-10-30 08:51:59.000000,2024-10-30
Gate1,7,2,2020,2020-02-07 00:00:00.000000,Fri,Weekday,1155,2024-10-30 08:51:59.000000,2024-10-30
Gate2,7,2,2020,2020-02-07 00:00:00.000000,Fri,Weekday,380,2024-10-30 08:51:59.000000,2024-10-30
Gate3,7,2,2020,2020-02-07 00:00:00.000000,Fri,Weekday,1457,2024-10-30 08:51:59.000000,2024-10-30
Lift,7,2,2020,2020-02-07 00:00:00.000000,Fri,Weekday,313,2024-10-30 08:51:59.000000,2024-10-30
A1,8,2,2020,2020-02-08 00:00:00.000000,Sat,Weekend,1,2024-10-30 08:51:59.000000,2024-10-30
B1,8,2,2020,2020-02-08 00:00:00.000000,Sat,Weekend,1663,2024-10-30 08:51:59.000000,2024-10-30
Bridge,8,2,2020,2020-02-08 00:00:00.000000,Sat,Weekend,3749,2024-10-30 08:51:59.000000,2024-10-30
Gate1,8,2,2020,2020-02-08 00:00:00.000000,Sat,Weekend,3460,2024-10-30 08:51:59.000000,2024-10-30
Gate2,8,2,2020,2020-02-08 00:00:00.000000,Sat,Weekend,643,2024-10-30 08:51:59.000000,2024-10-30
Gate3,8,2,2020,2020-02-08 00:00:00.000000,Sat,Weekend,1760,2024-10-30 08:51:59.000000,2024-10-30
Lift,8,2,2020,2020-02-08 00:00:00.000000,Sat,Weekend,567,2024-10-30 08:51:59.000000,2024-10-30
A1,9,2,2020,2020-02-09 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,9,2,2020,2020-02-09 00:00:00.000000,Sun,Weekend,1754,2024-10-30 08:51:59.000000,2024-10-30
Bridge,9,2,2020,2020-02-09 00:00:00.000000,Sun,Weekend,3461,2024-10-30 08:51:59.000000,2024-10-30
Gate1,9,2,2020,2020-02-09 00:00:00.000000,Sun,Weekend,3449,2024-10-30 08:51:59.000000,2024-10-30
Gate2,9,2,2020,2020-02-09 00:00:00.000000,Sun,Weekend,669,2024-10-30 08:51:59.000000,2024-10-30
Gate3,9,2,2020,2020-02-09 00:00:00.000000,Sun,Weekend,1562,2024-10-30 08:51:59.000000,2024-10-30
Lift,9,2,2020,2020-02-09 00:00:00.000000,Sun,Weekend,531,2024-10-30 08:51:59.000000,2024-10-30
A1,10,2,2020,2020-02-10 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,10,2,2020,2020-02-10 00:00:00.000000,Mon,Weekday,584,2024-10-30 08:51:59.000000,2024-10-30
Bridge,10,2,2020,2020-02-10 00:00:00.000000,Mon,Weekday,2115,2024-10-30 08:51:59.000000,2024-10-30
Gate1,10,2,2020,2020-02-10 00:00:00.000000,Mon,Weekday,876,2024-10-30 08:51:59.000000,2024-10-30
Gate2,10,2,2020,2020-02-10 00:00:00.000000,Mon,Weekday,370,2024-10-30 08:51:59.000000,2024-10-30
Gate3,10,2,2020,2020-02-10 00:00:00.000000,Mon,Weekday,998,2024-10-30 08:51:59.000000,2024-10-30
Lift,10,2,2020,2020-02-10 00:00:00.000000,Mon,Weekday,412,2024-10-30 08:51:59.000000,2024-10-30
A1,11,2,2020,2020-02-11 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,11,2,2020,2020-02-11 00:00:00.000000,Tue,Weekday,523,2024-10-30 08:51:59.000000,2024-10-30
Bridge,11,2,2020,2020-02-11 00:00:00.000000,Tue,Weekday,2490,2024-10-30 08:51:59.000000,2024-10-30
Gate1,11,2,2020,2020-02-11 00:00:00.000000,Tue,Weekday,994,2024-10-30 08:51:59.000000,2024-10-30
Gate2,11,2,2020,2020-02-11 00:00:00.000000,Tue,Weekday,331,2024-10-30 08:51:59.000000,2024-10-30
Gate3,11,2,2020,2020-02-11 00:00:00.000000,Tue,Weekday,1356,2024-10-30 08:51:59.000000,2024-10-30
Lift,11,2,2020,2020-02-11 00:00:00.000000,Tue,Weekday,306,2024-10-30 08:51:59.000000,2024-10-30
A1,12,2,2020,2020-02-12 00:00:00.000000,Wed,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,12,2,2020,2020-02-12 00:00:00.000000,Wed,Weekday,504,2024-10-30 08:51:59.000000,2024-10-30
Bridge,12,2,2020,2020-02-12 00:00:00.000000,Wed,Weekday,2473,2024-10-30 08:51:59.000000,2024-10-30
Gate1,12,2,2020,2020-02-12 00:00:00.000000,Wed,Weekday,879,2024-10-30 08:51:59.000000,2024-10-30
Gate2,12,2,2020,2020-02-12 00:00:00.000000,Wed,Weekday,348,2024-10-30 08:51:59.000000,2024-10-30
Gate3,12,2,2020,2020-02-12 00:00:00.000000,Wed,Weekday,1270,2024-10-30 08:51:59.000000,2024-10-30
Lift,12,2,2020,2020-02-12 00:00:00.000000,Wed,Weekday,321,2024-10-30 08:51:59.000000,2024-10-30
A1,13,2,2020,2020-02-13 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,13,2,2020,2020-02-13 00:00:00.000000,Thu,Weekday,543,2024-10-30 08:51:59.000000,2024-10-30
Bridge,13,2,2020,2020-02-13 00:00:00.000000,Thu,Weekday,2489,2024-10-30 08:51:59.000000,2024-10-30
Gate1,13,2,2020,2020-02-13 00:00:00.000000,Thu,Weekday,952,2024-10-30 08:51:59.000000,2024-10-30
Gate2,13,2,2020,2020-02-13 00:00:00.000000,Thu,Weekday,287,2024-10-30 08:51:59.000000,2024-10-30
Gate3,13,2,2020,2020-02-13 00:00:00.000000,Thu,Weekday,1391,2024-10-30 08:51:59.000000,2024-10-30
Lift,13,2,2020,2020-02-13 00:00:00.000000,Thu,Weekday,311,2024-10-30 08:51:59.000000,2024-10-30
A1,14,2,2020,2020-02-14 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,14,2,2020,2020-02-14 00:00:00.000000,Fri,Weekday,607,2024-10-30 08:51:59.000000,2024-10-30
Bridge,14,2,2020,2020-02-14 00:00:00.000000,Fri,Weekday,2692,2024-10-30 08:51:59.000000,2024-10-30
Gate1,14,2,2020,2020-02-14 00:00:00.000000,Fri,Weekday,1077,2024-10-30 08:51:59.000000,2024-10-30
Gate2,14,2,2020,2020-02-14 00:00:00.000000,Fri,Weekday,370,2024-10-30 08:51:59.000000,2024-10-30
Gate3,14,2,2020,2020-02-14 00:00:00.000000,Fri,Weekday,1418,2024-10-30 08:51:59.000000,2024-10-30
Lift,14,2,2020,2020-02-14 00:00:00.000000,Fri,Weekday,345,2024-10-30 08:51:59.000000,2024-10-30
A1,15,2,2020,2020-02-15 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,15,2,2020,2020-02-15 00:00:00.000000,Sat,Weekend,1601,2024-10-30 08:51:59.000000,2024-10-30
Bridge,15,2,2020,2020-02-15 00:00:00.000000,Sat,Weekend,3796,2024-10-30 08:51:59.000000,2024-10-30
Gate1,15,2,2020,2020-02-15 00:00:00.000000,Sat,Weekend,3281,2024-10-30 08:51:59.000000,2024-10-30
Gate2,15,2,2020,2020-02-15 00:00:00.000000,Sat,Weekend,551,2024-10-30 08:51:59.000000,2024-10-30
Gate3,15,2,2020,2020-02-15 00:00:00.000000,Sat,Weekend,1673,2024-10-30 08:51:59.000000,2024-10-30
Lift,15,2,2020,2020-02-15 00:00:00.000000,Sat,Weekend,480,2024-10-30 08:51:59.000000,2024-10-30
A1,16,2,2020,2020-02-16 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,16,2,2020,2020-02-16 00:00:00.000000,Sun,Weekend,1637,2024-10-30 08:51:59.000000,2024-10-30
Bridge,16,2,2020,2020-02-16 00:00:00.000000,Sun,Weekend,3143,2024-10-30 08:51:59.000000,2024-10-30
Gate1,16,2,2020,2020-02-16 00:00:00.000000,Sun,Weekend,3291,2024-10-30 08:51:59.000000,2024-10-30
Gate2,16,2,2020,2020-02-16 00:00:00.000000,Sun,Weekend,639,2024-10-30 08:51:59.000000,2024-10-30
Gate3,16,2,2020,2020-02-16 00:00:00.000000,Sun,Weekend,1678,2024-10-30 08:51:59.000000,2024-10-30
Lift,16,2,2020,2020-02-16 00:00:00.000000,Sun,Weekend,426,2024-10-30 08:51:59.000000,2024-10-30
A1,17,2,2020,2020-02-17 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,17,2,2020,2020-02-17 00:00:00.000000,Mon,Weekday,520,2024-10-30 08:51:59.000000,2024-10-30
Bridge,17,2,2020,2020-02-17 00:00:00.000000,Mon,Weekday,2218,2024-10-30 08:51:59.000000,2024-10-30
Gate1,17,2,2020,2020-02-17 00:00:00.000000,Mon,Weekday,763,2024-10-30 08:51:59.000000,2024-10-30
Gate2,17,2,2020,2020-02-17 00:00:00.000000,Mon,Weekday,245,2024-10-30 08:51:59.000000,2024-10-30
Gate3,17,2,2020,2020-02-17 00:00:00.000000,Mon,Weekday,1305,2024-10-30 08:51:59.000000,2024-10-30
Lift,17,2,2020,2020-02-17 00:00:00.000000,Mon,Weekday,287,2024-10-30 08:51:59.000000,2024-10-30
A1,18,2,2020,2020-02-18 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,18,2,2020,2020-02-18 00:00:00.000000,Tue,Weekday,540,2024-10-30 08:51:59.000000,2024-10-30
Bridge,18,2,2020,2020-02-18 00:00:00.000000,Tue,Weekday,2398,2024-10-30 08:51:59.000000,2024-10-30
Gate1,18,2,2020,2020-02-18 00:00:00.000000,Tue,Weekday,802,2024-10-30 08:51:59.000000,2024-10-30
Gate2,18,2,2020,2020-02-18 00:00:00.000000,Tue,Weekday,286,2024-10-30 08:51:59.000000,2024-10-30
Gate3,18,2,2020,2020-02-18 00:00:00.000000,Tue,Weekday,1291,2024-10-30 08:51:59.000000,2024-10-30
Lift,18,2,2020,2020-02-18 00:00:00.000000,Tue,Weekday,290,2024-10-30 08:51:59.000000,2024-10-30
